V1, Vout
0.0,0.005
0.0100200400802,0.0
0.0200400801603,0.0
0.0300601202405,0.005
0.0400801603206,0.005
0.0501002004008,0.005
0.060120240481,0.005
0.0701402805611,0.005
0.0801603206413,0.005
0.0901803607214,0.005
0.100200400802,0.005
0.110220440882,0.005
0.120240480962,0.005
0.130260521042,0.005
0.140280561122,0.005
0.150300601202,0.005
0.160320641283,0.005
0.170340681363,0.005
0.180360721443,0.005
0.190380761523,0.005
0.200400801603,0.005
0.210420841683,0.005
0.220440881764,0.005
0.230460921844,0.005
0.240480961924,0.005
0.250501002004,0.005
0.260521042084,0.005
0.270541082164,0.005
0.280561122244,0.005
0.290581162325,0.005
0.300601202405,0.005
0.310621242485,0.005
0.320641282565,0.005
0.330661322645,0.005
0.340681362725,0.005
0.350701402806,0.005
0.360721442886,0.005
0.370741482966,0.005
0.380761523046,0.005
0.390781563126,0.005
0.400801603206,0.005
0.410821643287,0.005
0.420841683367,0.005
0.430861723447,0.005
0.440881763527,0.005
0.450901803607,0.005
0.460921843687,0.005
0.470941883768,0.005
0.480961923848,0.005
0.490981963928,0.005
0.501002004008,0.005
0.511022044088,0.005
0.521042084168,0.005
0.531062124248,0.005
0.541082164329,0.005
0.551102204409,0.005
0.561122244489,0.005
0.571142284569,0.005
0.581162324649,0.005
0.591182364729,0.005
0.60120240481,0.005
0.61122244489,0.005
0.62124248497,0.005
0.63126252505,0.005
0.64128256513,0.005
0.65130260521,0.005
0.661322645291,0.005
0.671342685371,0.005
0.681362725451,0.005
0.691382765531,0.005
0.701402805611,0.005
0.711422845691,0.005
0.721442885772,0.005
0.731462925852,0.005
0.741482965932,0.005
0.751503006012,0.005
0.761523046092,0.005
0.771543086172,0.005
0.781563126253,0.005
0.791583166333,0.005
0.801603206413,0.005
0.811623246493,0.005
0.821643286573,0.005
0.831663326653,0.005
0.841683366733,0.005
0.851703406814,0.005
0.861723446894,0.005
0.871743486974,0.005
0.881763527054,0.005
0.891783567134,0.005
0.901803607214,0.005
0.911823647295,0.005
0.921843687375,0.005
0.931863727455,0.005
0.941883767535,0.005
0.951903807615,0.005
0.961923847695,0.005
0.971943887776,0.005
0.981963927856,0.005
